,title,location,summary_review,review_score,movie_score,genre
576,Batman v Superman: Dawn of Justice,Wisconsin,"at least worth watch - "" wonder woman be great but "" ",8.0,7.0,Action
577,Batman v Superman: Dawn of Justice,Singapore,bad man v super messed up ,2.0,7.0,Action
578,Batman v Superman: Dawn of Justice,United States,zack snyder ruin superman twice i will never see another zack snyder movie again ,1.0,7.0,Action
579,Batman v Superman: Dawn of Justice,United States,big dramatic and action packed batman v. superman be unapologetically off - the-wall ,8.0,7.0,Action
580,Batman v Superman: Dawn of Justice,Dayton,snyder miss the mark yet again ,4.0,7.0,Action
581,Batman v Superman: Dawn of Justice,Philippines,some greatness undermine by fatal flaw ,6.0,7.0,Action
582,Batman v Superman: Dawn of Justice,United States,like poetry ( first 10/10 i have ever give ) ,10.0,7.0,Action
583,Batman v Superman: Dawn of Justice,UNKNOWN,batman v superman dawn of justice review ,8.0,7.0,Action
584,Batman v Superman: Dawn of Justice,United States,overblown in every conceivable way ; definitely one of the big disappointment in recent memory ,3.0,7.0,Action
585,Batman v Superman: Dawn of Justice,New York City,batman vs. superman : dawn of justice should not exist ,4.0,7.0,Action
586,Batman v Superman: Dawn of Justice,Spain,love it ,10.0,7.0,Action
587,Batman v Superman: Dawn of Justice,Amritsar,an epic movie for fan ,10.0,7.0,Action
588,Batman v Superman: Dawn of Justice,United States,the irony ,10.0,7.0,Action
589,Batman v Superman: Dawn of Justice,UNKNOWN,the dark avenger ,9.0,7.0,Action
590,Batman v Superman: Dawn of Justice,United States,batman v superman be a great movie just maybe not yet ,9.0,7.0,Action
591,Batman v Superman: Dawn of Justice,United States,2nd time be the charm ,8.0,7.0,Action
592,Batman v Superman: Dawn of Justice,New York,do not listen to lame critic ,10.0,7.0,Action
593,Batman v Superman: Dawn of Justice,"Sao Paulo, Brazil",great film surprise me lot after such terrible review ,9.0,7.0,Action
594,Batman v Superman: Dawn of Justice,UNKNOWN,a dark treat must watch misinterpretion of critic ,9.0,7.0,Action
595,Batman v Superman: Dawn of Justice,New York City,the 2nd best comic book adaptation after dark knight ,10.0,7.0,Action
596,Batman v Superman: Dawn of Justice,UNKNOWN,amazed favourite superhero film of this year ,10.0,7.0,Action
597,Batman v Superman: Dawn of Justice,"Kerala, India",the critic be wrong ,9.0,7.0,Action
598,Batman v Superman: Dawn of Justice,Ireland,a good reason on why you should not trust hype ,1.0,7.0,Action
599,Batman v Superman: Dawn of Justice,United States,"move over "" batman & robin "" ",1.0,7.0,Action
600,Batman v Superman: Dawn of Justice,United States,dreck a few highlight keep this from a zero rating ,3.0,7.0,Action
601,Batman v Superman: Dawn of Justice,UNKNOWN,not good at all ,2.0,7.0,Action
602,Batman v Superman: Dawn of Justice,UNKNOWN,snyder hat superman ,1.0,7.0,Action
603,Batman v Superman: Dawn of Justice,IMDB?,would love to love it but i can not ,3.0,7.0,Action
604,Batman v Superman: Dawn of Justice,Australia,batman v superman may not be the superhero film that we want but its sure as hell the one we need ,10.0,7.0,Action
605,Batman v Superman: Dawn of Justice,Lithuania,"the most epic complex visually arrest superhero movie since "" the dark knight "" trilogy ",10.0,7.0,Action
606,Batman v Superman: Dawn of Justice,UNKNOWN,misunderstood ,9.0,7.0,Action
607,Batman v Superman: Dawn of Justice,UNKNOWN,finally the dc trinity together on film ,9.0,7.0,Action
608,Batman v Superman: Dawn of Justice,Salt Lake City,theatrical version v ultimate version ,7.0,7.0,Action
609,Batman v Superman: Dawn of Justice,India,dawn of justice be not that great but it be not that bad either ,7.0,7.0,Action
610,Batman v Superman: Dawn of Justice,UNKNOWN,its just bad ,3.0,7.0,Action
611,Batman v Superman: Dawn of Justice,UNKNOWN,absolutely awful ,1.0,7.0,Action
612,Batman v Superman: Dawn of Justice,Malta,set a record in plot hole ,2.0,7.0,Action
613,Batman v Superman: Dawn of Justice,UNKNOWN,150 minute of my life i will never get back ,2.0,7.0,Action
614,Batman v Superman: Dawn of Justice,United States,do not understand critic hate ,7.0,7.0,Action
615,Batman v Superman: Dawn of Justice,United Kingdom,may contain spoiler this film be one giant talentless spoiler ,2.0,7.0,Action
616,Batman v Superman: Dawn of Justice,China,really disappointed ,1.0,7.0,Action
617,Batman v Superman: Dawn of Justice,Brazil,a fundamentally broken movie on all regard spoiler ,1.0,7.0,Action
618,Batman v Superman: Dawn of Justice,United States,give the dark knight a run for its money ,9.0,7.0,Action
619,Batman v Superman: Dawn of Justice,Jakarta,my opinion : the bad superhero movie of all time ,1.0,7.0,Action
620,Batman v Superman: Dawn of Justice,"Indore, India",unconditionally fantastic ,8.0,7.0,Action
621,Batman v Superman: Dawn of Justice,"Baton Rouge, La.",batman v superman : dawn of justice be pretty entertaining much of the time ,8.0,7.0,Action
622,Batman v Superman: Dawn of Justice,UNKNOWN,a sloppy and depressing interpretation of the hero ,4.0,7.0,Action
623,Batman v Superman: Dawn of Justice,UNKNOWN,the best dc movie to date 20x better than man of steel ,10.0,7.0,Action
624,Batman v Superman: Dawn of Justice,Germany,people fear what they do not understand + the ultimate cut ,10.0,7.0,Action
625,Batman v Superman: Dawn of Justice,South Africa,it be a great idea for a dc film but it could have be do a lot better ,7.0,7.0,Action
626,Batman v Superman: Dawn of Justice,United Kingdom,"do not disappoint action pack dark,gripp and highly enjoyable ",8.0,7.0,Action
627,Batman v Superman: Dawn of Justice,UNKNOWN,dawn of disappointment ,6.0,7.0,Action
628,Batman v Superman: Dawn of Justice,UNKNOWN,no ,2.0,7.0,Action
629,Batman v Superman: Dawn of Justice,India,the movie that we deserve but never get ,8.0,7.0,Action
630,Batman v Superman: Dawn of Justice,United Kingdom,get angry   we deserve better ,3.0,7.0,Action
631,Batman v Superman: Dawn of Justice,"Vancouver, Canada",this be a great movie ,8.0,7.0,Action
632,Batman v Superman: Dawn of Justice,"Lebanon, Qatar",the superhero genre get the psychological treatment ,8.0,7.0,Action
633,Batman v Superman: Dawn of Justice,UNKNOWN,really enjoy this movie ,8.0,7.0,Action
634,Batman v Superman: Dawn of Justice,Canada,clash of the superhero ,9.0,7.0,Action
635,Batman v Superman: Dawn of Justice,UNKNOWN,hack snyder finish off destroy cultural icon ,1.0,7.0,Action
636,Batman v Superman: Dawn of Justice,"Austin, TX",disappointingly overact underacted just plain not acted or no script to act with ,1.0,7.0,Action
637,Batman v Superman: Dawn of Justice,Canada,oh boy ... i just ... i have mediocre expectation and those be far too high ,4.0,7.0,Action
638,Batman v Superman: Dawn of Justice,Australia,where be the logic ,1.0,7.0,Action
639,Batman v Superman: Dawn of Justice,United States,not all bad but like seriously snyder and company really ,4.0,7.0,Action
640,Batman v Superman: Dawn of Justice,Norway,this be not really a batman v superman film ,6.0,7.0,Action
641,Batman v Superman: Dawn of Justice,UNKNOWN,a movie too big for u to handle ,10.0,7.0,Action
642,Batman v Superman: Dawn of Justice,Texas,too long and make no sense ,5.0,7.0,Action
643,Batman v Superman: Dawn of Justice,"Manila, Philippines",a mediocre film with a few good part ,5.0,7.0,Action
644,Batman v Superman: Dawn of Justice,Australia,mediocre ,5.0,7.0,Action
645,Batman v Superman: Dawn of Justice,Germany,a huge mess ,7.0,7.0,Action
646,Batman v Superman: Dawn of Justice,UNKNOWN,slugish pacing a super let down ,4.0,7.0,Action
647,Batman v Superman: Dawn of Justice,Canada,a muddled piece of garbage ,3.0,7.0,Action
648,Batman v Superman: Dawn of Justice,United States,no just no ,4.0,7.0,Action
649,Batman v Superman: Dawn of Justice,UNKNOWN,one of the most incoherent story i have ever see on a movie screen ,3.0,7.0,Action
650,Batman v Superman: Dawn of Justice,India,the most pathetic downtrodden miserable batman you will ever see ,2.0,7.0,Action
651,Batman v Superman: Dawn of Justice,United States,why laugh at one super hero when you can laugh at two ,3.0,7.0,Action
652,Batman v Superman: Dawn of Justice,Canada,way too many plot hole weak writing ,5.0,7.0,Action
653,Batman v Superman: Dawn of Justice,UNKNOWN,possibly the most boring superhero movie i have ever watch ,5.0,7.0,Action
654,Batman v Superman: Dawn of Justice,UNKNOWN,a jumbled mess that have so much potential ... you know like most zack snyder film ,3.0,7.0,Action
655,Batman v Superman: Dawn of Justice,UNKNOWN,bad superhero movie of 2016 ,2.0,7.0,Action
656,Batman v Superman: Dawn of Justice,India,astoundingly awful ,1.0,7.0,Action
657,Batman v Superman: Dawn of Justice,"London, England",this movie be badly edit write & destroy an iconic story & villain ,3.0,7.0,Action
658,Batman v Superman: Dawn of Justice,Greece,terrible 2 hour trailer ,3.0,7.0,Action
659,Batman v Superman: Dawn of Justice,Turkey,psychologically bad processed stereotype superhero movie ,3.0,7.0,Action
660,Batman v Superman: Dawn of Justice,London,unacceptable ,1.0,7.0,Action
661,Batman v Superman: Dawn of Justice,United States,the critic be right ,1.0,7.0,Action
662,Batman v Superman: Dawn of Justice,United Kingdom,implausible and boring ,3.0,7.0,Action
663,Batman v Superman: Dawn of Justice,UNKNOWN,pathetic ,1.0,7.0,Action
664,Batman v Superman: Dawn of Justice,Santiago,bore as hell ,2.0,7.0,Action
665,Batman v Superman: Dawn of Justice,UNKNOWN,very good movie ,9.0,7.0,Action
666,Batman v Superman: Dawn of Justice,UNKNOWN,look at it in perspective ,8.0,7.0,Action
667,Batman v Superman: Dawn of Justice,USA,bad than i expect ,2.0,7.0,Action
668,Batman v Superman: Dawn of Justice,"Zagreb, Croatia",good movie stop hat it ,8.0,7.0,Action
669,Batman v Superman: Dawn of Justice,United States,the thing i like most be that it have the ball to do what i have be criticize the marvel movie for not do ,8.0,7.0,Action
670,Batman v Superman: Dawn of Justice,United Kingdom,fell asleep in cinema enough say ,2.0,7.0,Action
671,Batman v Superman: Dawn of Justice,UNKNOWN,disappoint ,2.0,7.0,Action
672,Batman v Superman: Dawn of Justice,United States,the best comic book movie yet ,10.0,7.0,Action
673,Batman v Superman: Dawn of Justice,"Tbilisi, Georgia",cool movie and effect ,10.0,7.0,Action
674,Batman v Superman: Dawn of Justice,Australia,be a doubter now a fan ,8.0,7.0,Action
675,Batman v Superman: Dawn of Justice,United Kingdom,absolute abomination ,1.0,7.0,Action
676,Batman v Superman: Dawn of Justice,arizona,if you think it would be bad - you be right ,2.0,7.0,Action
677,Batman v Superman: Dawn of Justice,Australia,one of the best comic book film ,10.0,7.0,Action
678,Batman v Superman: Dawn of Justice,UNKNOWN,fail even my low expectation ,4.0,7.0,Action
679,Batman v Superman: Dawn of Justice,UNKNOWN,batman v superman dawn of disappointment ,5.0,7.0,Action
680,Batman v Superman: Dawn of Justice,UNKNOWN,a visually stunning mess ,7.0,7.0,Action
681,Batman v Superman: Dawn of Justice,Norway,i be not angry i be just really really disappointed ,1.0,7.0,Action
682,Batman v Superman: Dawn of Justice,"IL, USA",contradictory filmmaking approach hold ' batman v superman ' back ,6.0,7.0,Action
683,Batman v Superman: Dawn of Justice,United Kingdom,★★★ - over the top but underwhelming ,5.0,7.0,Action
684,Batman v Superman: Dawn of Justice,UNKNOWN,death of justice ,5.0,7.0,Action
685,Batman v Superman: Dawn of Justice,United States,too long too much slow exposition but prop to affleck 's batman ,6.0,7.0,Action
686,Batman v Superman: Dawn of Justice,United States,dc come up short once again ,7.0,7.0,Action
687,Batman v Superman: Dawn of Justice,"Manila, Philippines",rush to the justice league ,5.0,7.0,Action
688,Batman v Superman: Dawn of Justice,United States,do not blame ben affleck ,7.0,7.0,Action
689,Batman v Superman: Dawn of Justice,"Atlanta, GA",the name sound familiar but not the character ,1.0,7.0,Action
690,Batman v Superman: Dawn of Justice,UNKNOWN,awful ,3.0,7.0,Action
691,Batman v Superman: Dawn of Justice,Seattle,unworthy of your worship ,3.0,7.0,Action
692,Batman v Superman: Dawn of Justice,"Cambridge, England",rush messy and lack any real fun ,5.0,7.0,Action
693,Batman v Superman: Dawn of Justice,United States,disappoint ,5.0,7.0,Action
694,Batman v Superman: Dawn of Justice,United States,""" the dark knight vs. the man of steel "" ",7.0,7.0,Action
695,Batman v Superman: Dawn of Justice,Netherlands,this be a no brain action movie good for something but not much ,3.0,7.0,Action
696,Batman v Superman: Dawn of Justice,UNKNOWN,disappoint ,3.0,7.0,Action
697,Batman v Superman: Dawn of Justice,UNKNOWN,unbalanced effort at combine two superhero giant ,3.0,7.0,Action
698,Batman v Superman: Dawn of Justice,Ireland,terrible movie ,2.0,7.0,Action
699,Batman v Superman: Dawn of Justice,UNKNOWN,ruin the potential of bvs ,5.0,7.0,Action
700,Batman v Superman: Dawn of Justice,United States,garbage movie ,3.0,7.0,Action
701,Batman v Superman: Dawn of Justice,USA,red dawn ,4.0,7.0,Action
702,Batman v Superman: Dawn of Justice,"Vancouver, Wa",batman v superman - really ,2.0,7.0,Action
703,Batman v Superman: Dawn of Justice,United States,disappoint ,7.0,7.0,Action
704,Batman v Superman: Dawn of Justice,India,just bad ,2.0,7.0,Action
705,Batman v Superman: Dawn of Justice,United Kingdom,great material -- atrocious editing ,7.0,7.0,Action
706,Batman v Superman: Dawn of Justice,UNKNOWN,i think i be go to have a heart attack watch this ,7.0,7.0,Action
707,Batman v Superman: Dawn of Justice,engling,i give it a 7 ,7.0,7.0,Action
708,Batman v Superman: Dawn of Justice,England,more dusk than dawn of justice ,4.0,7.0,Action
709,Batman v Superman: Dawn of Justice,Australia,why do warner have so much trouble make a good superhero movie ,4.0,7.0,Action
710,Batman v Superman: Dawn of Justice,Australia,meh ,6.0,7.0,Action
711,Batman v Superman: Dawn of Justice,United States,zack snyder do not get ' good ' hero ,5.0,7.0,Action
712,Batman v Superman: Dawn of Justice,Uk,a true yawn of justice ,4.0,7.0,Action
713,Batman v Superman: Dawn of Justice,Toronto,worst of any of the   movie in these two superhero series ,2.0,7.0,Action
714,Batman v Superman: Dawn of Justice,United Kingdom,disappointing film ,4.0,7.0,Action
715,Batman v Superman: Dawn of Justice,Philippines,can not be like marvel 's but please just at least get close ... ,2.0,7.0,Action
716,Batman v Superman: Dawn of Justice,United States,an insult to superhero movie ... ,4.0,7.0,Action
717,Batman v Superman: Dawn of Justice,Brazil,could be much better ,6.0,7.0,Action
718,Batman v Superman: Dawn of Justice,UNKNOWN,this be not a perfect movie ,8.0,7.0,Action
719,Batman v Superman: Dawn of Justice,UNKNOWN,a clash of idea and moral ,9.0,7.0,Action
720,Batman v Superman: Dawn of Justice,United States,my new favorite superhero movie ,9.0,7.0,Action
721,Batman v Superman: Dawn of Justice,United States,people be way too critical of this..see it ,8.0,7.0,Action
722,Batman v Superman: Dawn of Justice,United States,great movie - unwarranted high intensity bad review ,9.0,7.0,Action
723,Batman v Superman: Dawn of Justice,Ireland,and the result at half - time be ... ,9.0,7.0,Action
724,Batman v Superman: Dawn of Justice,Scotland,not what i be expect not worth the money ,3.0,7.0,Action
725,Batman v Superman: Dawn of Justice,United Arab Emirates,haphazard arrangement of scene lack of flow and unimaginative use of cgi ,5.0,7.0,Action
726,Batman v Superman: Dawn of Justice,Portugal,a disappointing mess ,4.0,7.0,Action
727,Batman v Superman: Dawn of Justice,UNKNOWN,crap movie partial character development spoiler and a few spoiler about scene so do not read if you have not see the film yet ,5.0,7.0,Action
728,Batman v Superman: Dawn of Justice,"Kathmandu, Nepal",wrong thing at wrong time ,2.0,7.0,Action
729,Batman v Superman: Dawn of Justice,United Kingdom,so much potential wasted ,4.0,7.0,Action
730,Batman v Superman: Dawn of Justice,Auckland New Zealand,i be so mad with a lot of my favorite critic about now ,9.0,7.0,Action
731,Batman v Superman: Dawn of Justice,UNKNOWN,how to drop the ball ,5.0,7.0,Action
732,Batman v Superman: Dawn of Justice,Georgia,clark kent meet bruce wayne ,4.0,7.0,Action
733,Batman v Superman: Dawn of Justice,Cologne,dreadful film - make with no understanding of original character ,4.0,7.0,Action
734,Batman v Superman: Dawn of Justice,UNKNOWN,very much a disappointment ,2.0,7.0,Action
735,Batman v Superman: Dawn of Justice,Sweden,an overblown disjointed start of a franchise ,4.0,7.0,Action
736,Batman v Superman: Dawn of Justice,Mexico,excellent movie ,9.0,7.0,Action
737,Batman v Superman: Dawn of Justice,United States,yes i actually love it ,8.0,7.0,Action
738,Batman v Superman: Dawn of Justice,"Bolivar, Argentina",it be not a bad movie at all ,9.0,7.0,Action
739,Batman v Superman: Dawn of Justice,United States,what ' missing apart of course from a plot ... ,1.0,7.0,Action
740,Batman v Superman: Dawn of Justice,United Kingdom,urgh just horrible ,4.0,7.0,Action
741,Batman v Superman: Dawn of Justice,"Dhaka, Bangladesh",batman v superman : dawn of justice ( 2016 ) be the big letdown of 21st century ,3.0,7.0,Action
742,Batman v Superman: Dawn of Justice,UNKNOWN,rest in peace dc ,3.0,7.0,Action
743,Batman v Superman: Dawn of Justice,usa,take an inordinate amount of time to the finale ,6.0,7.0,Action
744,Batman v Superman: Dawn of Justice,Singapore,""" all that be powerful can not be good "" ",5.0,7.0,Action
745,Batman v Superman: Dawn of Justice,England,not worth go to cinema ,5.0,7.0,Action
746,Batman v Superman: Dawn of Justice,UNKNOWN,while visually appeal the story and character leave much to be desire ,4.0,7.0,Action
747,Batman v Superman: Dawn of Justice,Australia,fails to live up to the hype ,4.0,7.0,Action
748,Batman v Superman: Dawn of Justice,Costa Rica,153 minute too long ,5.0,7.0,Action
749,Batman v Superman: Dawn of Justice,Qatar,bad bad bad ,4.0,7.0,Action
750,Batman v Superman: Dawn of Justice,"Basel, Switzerland",huge huge disappointment ,4.0,7.0,Action
751,Batman v Superman: Dawn of Justice,"Delft, Netherlands",sack snyder please ,5.0,7.0,Action
752,Batman v Superman: Dawn of Justice,Singapore,dawn of justice - neither batman nor superman ,4.0,7.0,Action
753,Batman v Superman: Dawn of Justice,United States,broken record review ( spoiler ) ,6.0,7.0,Action
754,Batman v Superman: Dawn of Justice,UNKNOWN,pretentious schlock poorly craft story and pacing and shallow characterization that miss the point ,4.0,7.0,Action
755,Batman v Superman: Dawn of Justice,United States,dark and thought provoke ,9.0,7.0,Action
756,Batman v Superman: Dawn of Justice,Houston,enjoy it ,9.0,7.0,Action
757,Batman v Superman: Dawn of Justice,United Kingdom,terrific fun ,9.0,7.0,Action
758,Batman v Superman: Dawn of Justice,"San Francisco, CA",a dizzying mess ,3.0,7.0,Action
759,Deadpool,wherever good films play,dirty funny sexy violent and unabashedly romantic : deadpool have arrive ,8.0,8.1,Action
760,Deadpool,United States,this be what it look like when filmmaker take risk ,8.0,8.1,Action
761,Deadpool,United States,simply excellent ,10.0,8.1,Action
762,Deadpool,UNKNOWN,best movie i have see in a long time ,10.0,8.1,Action
763,Deadpool,United States,bad marvel movie ever make ,1.0,8.1,Action
764,Deadpool,"London, England",boring and pointless ,1.0,8.1,Action
765,Deadpool,India,overrated movie write by a 12 year old ,1.0,8.1,Action
766,Deadpool,UNKNOWN,this movie be a cliché ,1.0,8.1,Action
767,Deadpool,United States,not impressed ,1.0,8.1,Action
768,Deadpool,Denmark,finally an r - rat comicbook movie and they make it this lame ,1.0,8.1,Action
769,Deadpool,Indonesia,worst marvel movie ever ,1.0,8.1,Action
770,Deadpool,Taiwan,film should have a maximum age limit of 10 ,1.0,8.1,Action
771,Deadpool,United States,sarcastic beta male minus morale add in woman worship ,1.0,8.1,Action
772,Deadpool,United States,i be miss it ,1.0,8.1,Action
773,Deadpool,United Kingdom,terrible ,1.0,8.1,Action
774,Deadpool,"Newcastle upon Tyne, Tyne and Wear",banal puerile staid mostly awful and predictable humourless ' super ' hero movie ,1.0,8.1,Action
775,Deadpool,Ohio/PA border,quirky and funny marvel comic parody with a dirtbag non - superhero ,3.0,8.1,Action
776,Deadpool,UNKNOWN,good if you 're have trouble sleep ,1.0,8.1,Action
777,Deadpool,Toronto,really want to like it but hat it ,2.0,8.1,Action
778,Deadpool,UNKNOWN,utterly base entertainment ,1.0,8.1,Action
779,Deadpool,United States,waste of time and money ,1.0,8.1,Action
780,Deadpool,Canada,if it be not for ryan reynolds ... ,6.0,8.1,Action
781,Deadpool,UNKNOWN,epic r rat marvel movie ,8.1,8.1,Action
782,Deadpool,Denmark,what a great way to spend a couple of hour well play ,9.0,8.1,Action
783,Deadpool,UNKNOWN,deadpool a 90 minute conversation with ryan reynolds about deadpool ,9.0,8.1,Action
784,Deadpool,The Undertow,float face down in pool ,4.0,8.1,Action
785,Deadpool,UNKNOWN,rat 8 plus i mean seriously ,2.0,8.1,Action
786,Deadpool,UNKNOWN,one of the bad movie i have ever see ,1.0,8.1,Action
787,Deadpool,UNKNOWN,no sir i do not like it ,2.0,8.1,Action
788,Deadpool,"Los Angeles, California",terrible ,1.0,8.1,Action
789,Deadpool,United Kingdom,genuinely one of the bad film ever make ,1.0,8.1,Action
790,Deadpool,UNKNOWN,one of the dumb movie i have see in a long time ,1.0,8.1,Action
791,Deadpool,United States,disturbingly awful ,1.0,8.1,Action
792,Deadpool,UNKNOWN,worst of 2016 ,1.0,8.1,Action
793,Deadpool,"Thessaloniki, Greece",bore till death ,1.0,8.1,Action
794,Deadpool,United States,a list of people this movie be for ,1.0,8.1,Action
795,Deadpool,UNKNOWN,i laugh twice the rest be rubbish ,1.0,8.1,Action
796,Deadpool,United States,ash taste in my mouth ,1.0,8.1,Action
797,Deadpool,Denver,childish immature stupid joke ,1.0,8.1,Action
798,Deadpool,Sweden,a bunch of joke with some plot not a movie that fill with joke ,1.0,8.1,Action
799,Deadpool,United States,just non stop joke that mainly fall flat ( no spoiler ) ,2.0,8.1,Action
800,Deadpool,Ireland,playboy meet hollywood ,1.0,8.1,Action
801,Deadpool,India,rating and review be false movie be terrible ,1.0,8.1,Action
802,Deadpool,UNKNOWN,fun superhero flick with an extra layer of m - rat sas ,7.0,8.1,Action
803,Deadpool,Sweden,a super hero without hubris ,8.0,8.1,Action
804,Deadpool,"Houston, Tx, USA, Earth",comic book turn movie lot of inventive action and a great sound track ,8.1,8.1,Action
805,Deadpool,UNKNOWN,dead funny ,8.0,8.1,Action
806,Deadpool,Denmark,good wholesome fun and entertainment ... ,8.0,8.1,Action
807,Deadpool,Lost,two of the hot actor of this era both with their own comic flair   love this ,10.0,8.1,Action
808,Deadpool,"Olliergues, France",he be a hero by pure accident ,8.0,8.1,Action
809,Deadpool,United Kingdom,not quite as fun as it want to be but still fun ,8.1,8.1,Action
810,Deadpool,Australia,this movie surprise me ,9.0,8.1,Action
811,Deadpool,Yorkshire England,awesomeness dial wade pass eleven ,10.0,8.1,Action
812,Deadpool,Canada,i simply love it ,8.0,8.1,Action
813,Deadpool,Australia,a bit too hype but a solid movie ,8.0,8.1,Action
814,Deadpool,UNKNOWN,love this movie ,10.0,8.1,Action
815,Deadpool,United Kingdom,fan of the comic fan of the movie ,8.0,8.1,Action
816,Deadpool,Taiwan,""" anti "" hero still end with "" hero "" ",8.0,8.1,Action
817,Deadpool,Canada,reynolds play it well ,7.0,8.1,Action
818,Deadpool,United States,disappoint ,3.0,8.1,Action
819,Deadpool,UNKNOWN,this movie be actually pretty bad ,3.0,8.1,Action
820,Deadpool,UNKNOWN,impressive ,8.0,8.1,Action
821,Deadpool,New Zealand,one of the bad movie i have ever see in my life ,1.0,8.1,Action
822,Deadpool,UNKNOWN,the overpay tool who direct this deserve a pat on the back ,10.0,8.1,Action
823,Deadpool,United States,nasty fun & invigorating  you think these thing be all the same ,10.0,8.1,Action
824,Deadpool,London,it be what it say on the tin ,6.0,8.1,Action
825,Deadpool,UNKNOWN,most joke fall flat for me ,5.0,8.1,Action
826,Deadpool,"Indiana, USA",ryan reynolds portray deadpool perfectly ,10.0,8.1,Action
827,Deadpool,NYC,"ryan reynolds "" get it "" ",10.0,8.1,Action
828,Deadpool,Finland,a try - hard try to funny but end up be just lame ,5.0,8.1,Action
829,Deadpool,Germany,more conservative than you may think ,4.0,8.1,Action
830,Deadpool,United States,r rat comic book story ,7.0,8.1,Action
831,Deadpool,UNKNOWN,try to be clever forget about have a good story to tell ,5.0,8.1,Action
832,Deadpool,Greece,the sad story of a superhero who only want to be a stand up comedian ,4.0,8.1,Action
833,Deadpool,"Santa Rosa, California",major disappointment ,4.0,8.1,Action
834,Deadpool,United Kingdom,decent action flick again amazed at the bi - polar review ,5.0,8.1,Action
835,Deadpool,Australia,unfunny and try too hard to be funny ,1.0,8.1,Action
836,Deadpool,Global VIllage,chop chop ,8.1,8.1,Action
837,Deadpool,New Zealand,infantile garbage ,3.0,8.1,Action
838,Deadpool,UNKNOWN,trash tier movie ,2.0,8.1,Action
839,Deadpool,South Africa,not much of a movie without the joke ,1.0,8.1,Action
840,Deadpool,England,deadpool = how can people really hate this movie ,9.0,8.1,Action
841,Deadpool,Keswick,3 word to describe deadpool : awesome hilarious and ridiculous ,9.0,8.1,Action
842,Deadpool,UNKNOWN,its good ,8.0,8.1,Action
843,Deadpool,Finland,maybe too much hype ,8.0,8.1,Action
844,Deadpool,India,a comic carnage ,9.0,8.1,Action
845,Deadpool,United Kingdom,it be about f****g time ,9.0,8.1,Action
846,Deadpool,UNKNOWN,want to have fun watch it ,8.0,8.1,Action
847,Deadpool,United States,good movie but could have be better ,8.0,8.1,Action
848,Deadpool,"Mitrovica, Kosovo",as good as a deadpool movie be ever go to be ,10.0,8.1,Action
849,Deadpool,UNKNOWN,black and vulgar comedy at it ' fine ,8.0,8.1,Action
850,Deadpool,UNKNOWN,my new favorite film ,10.0,8.1,Action
851,Deadpool,Manchester,wow can not believe the negativity ,10.0,8.1,Action
852,Deadpool,United Kingdom,well blow me ,8.0,8.1,Action
853,Deadpool,Belgium,deadpool be the funny and most enjoyable to watch super hero ,8.0,8.1,Action
854,Deadpool,Australia,pretty good ,10.0,8.1,Action
855,Deadpool,USA,it ' not easy to pull deadpool off ,9.0,8.1,Action
856,Deadpool,United States,campy fun flick - if you can take the blood and gore ,8.0,8.1,Action
857,Deadpool,UNKNOWN,ryan reunolds ' best yet ,9.0,8.1,Action
858,Deadpool,United States,funny and entertaining ,8.0,8.1,Action
859,Deadpool,"Florida, United States",deadpool review ,10.0,8.1,Action
860,Deadpool,UNKNOWN,dead on ,10.0,8.1,Action
861,Deadpool,UNKNOWN,great comedy good action ,10.0,8.1,Action
862,Deadpool,UNKNOWN,full of shit and giggle ,10.0,8.1,Action
863,Deadpool,Netherlands,what a laugh ,10.0,8.1,Action
864,Deadpool,UNKNOWN,not a superhero movie ,10.0,8.1,Action
865,Deadpool,United States,this film have its audience ,10.0,8.1,Action
866,Deadpool,United States,absolutely hilarious - deadpool ( # 1 ) ,10.0,8.1,Action
867,Deadpool,"Rio de Janeiro, Brazil",an anti - superhero be bear ,7.0,8.1,Action
868,Deadpool,Helsinki,bad taste extragavanca ,8.1,8.1,Action
869,Deadpool,UK,desperately want to be funny but be not ,3.0,8.1,Action
870,Deadpool,"houston, tx",c class movie ,1.0,8.1,Action
871,Deadpool,new jersey,bullshit ever see ,1.0,8.1,Action
872,Deadpool,UNKNOWN,a simple summary ( without the spoiler ) ; what you need to know ,1.0,8.1,Action
873,Deadpool,UNKNOWN,not funny ,1.0,8.1,Action
874,Deadpool,United States,pretty overrated ,6.0,8.1,Action
875,Deadpool,United States,the most overrate movie of 2016 ,7.0,8.1,Action
876,Deadpool,UNKNOWN,my review for deadpool : ,9.0,8.1,Action
877,Deadpool,Las Vegas,mature immaturity at its best ,9.0,8.1,Action
878,Deadpool,Buenos Aires,awesome ,9.0,8.1,Action
879,Deadpool,United States,marvel hit the bullseye ,10.0,8.1,Action
880,Deadpool,Australia,"deadpool:""x gon give it to ya "" ",8.0,8.1,Action
881,Deadpool,UNKNOWN,its crude but i like it ,6.0,8.1,Action
882,Deadpool,United States,a spoiler - free review ,5.0,8.1,Action
883,Deadpool,Canada,the mockumentary style of the merc with the mouth : kill it ,9.0,8.1,Action
884,Deadpool,UNKNOWN,badassdom ... in wade we trust ,10.0,8.1,Action
885,Deadpool,UNKNOWN,potential spoiler : argue with people who give it 1 star ,9.0,8.1,Action
886,Deadpool,United States,the character work but the rest do not ,5.0,8.1,Action
